scene_id,safe_directory,filename,valid_pixels,nan_count,zero_count,valid_percentage,real_mean,real_std,real_min,real_max,imag_mean,imag_std,imag_min,imag_max,amplitude_mean,amplitude_std,amplitude_min,amplitude_max,amplitude_median,phase_mean,phase_std,phase_min,phase_max,phase_circular_mean,phase_circular_variance,phase_circular_std
cd4f6ff86f9f5991v,S1B_IW_SLC__1SDV_20200912T054753_20200912T054820_023338_02C52B_D4CB.SAFE,s1b-iw3-slc-vh-20200912t054753-20200912t054818-023338-02c52b-003_SARFish.tiff,318434760,0,31099445,100.0,-0.013175578,22.103113,-5522.0,4633.0,0.007838205,22.094864,-4383.0,5544.0,21.273052,22.895144,0.0,6197.1978,14.0,0.08048612,1.7276229,-3.138408,3.1415927,-0.0026504877,0.9015037566423416,2.153015034797628
b1844cde847a3942v,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681.SAFE,s1a-iw1-slc-vh-20200126t052956-20200126t053024-030967-038e50-001_SARFish.tiff,278380208,0,1287768,100.0,0.005705912,31.760643,-4106.0,3219.0,0.019829722,31.760603,-4729.0,2947.0,33.920815,29.44226,0.0,5159.8,23.769728,0.05837064,1.8123407,-3.1396787,3.1415927,-0.14732592,0.994032243732363,3.200432551011754
b1844cde847a3942v,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681.SAFE,s1a-iw2-slc-vh-20200126t052957-20200126t053025-030967-038e50-002_SARFish.tiff,332486856,0,2405707,100.0,0.005380273,22.532427,-2175.0,3533.0,-0.0051714736,22.54513,-3288.0,2155.0,22.450869,22.626331,0.0,3669.0857,14.866069,0.093292125,1.8133993,-3.138807,3.1415927,0.26443908,0.9932799143716693,3.163116938153613
b1844cde847a3942v,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681.SAFE,s1a-iw3-slc-vh-20200126t052958-20200126t053026-030967-038e50-003_SARFish.tiff,321842785,0,2928627,100.0,0.010286168,22.110315,-6087.0,5569.0,0.014460971,22.114412,-6366.0,6345.0,20.374205,23.723507,0.0,7109.818,12.0,0.115389906,1.8132591,-3.14016,3.1415927,0.3262297,0.991932244040072,3.104796259740558
758991708403f218v,S1A_IW_SLC__1SDV_20200321T174430_20200321T174457_031777_03AA65_97CA.SAFE,s1a-iw1-slc-vh-20200321t174432-20200321t174457-031777-03aa65-001_SARFish.tiff,252196360,0,2380175,100.0,0.00086621,13.251132,-1479.0,1705.0,-0.0014021138,13.255285,-1895.0,2285.0,16.339481,9.182401,0.0,2390.4036,15.231546,0.08680533,1.8104869,-3.13424,3.1415927,-0.010203259,0.9904906088486314,3.0513850712135415
758991708403f218v,S1A_IW_SLC__1SDV_20200321T174430_20200321T174457_031777_03AA65_97CA.SAFE,s1a-iw2-slc-vh-20200321t174430-20200321t174455-031777-03aa65-002_SARFish.tiff,300723470,0,3488425,100.0,0.004213459,12.037507,-2003.0,1562.0,0.0015011731,12.036917,-1558.0,1055.0,13.415997,10.478589,0.0,2226.8223,12.0,0.10919186,1.8094397,-3.1397777,3.1415927,0.025648288,0.98835982196033,2.9843902363100994
758991708403f218v,S1A_IW_SLC__1SDV_20200321T174430_20200321T174457_031777_03AA65_97CA.SAFE,s1a-iw3-slc-vh-20200321t174431-20200321t174456-031777-03aa65-003_SARFish.tiff,291056354,0,3625559,100.0,0.00437462,18.782185,-3234.0,1948.0,0.020174667,18.779423,-1851.0,3218.0,16.786507,20.582884,0.0,3411.4736,10.440307,0.12546337,1.8101931,-3.1389816,3.1415927,0.22886954,0.988449857570231,2.986990964334721
cd36e75010a021f7v,S1A_IW_SLC__1SDV_20200427T054900_20200427T054928_032309_03BD1A_6DE0.SAFE,s1a-iw1-slc-vh-20200427t054901-20200427t054926-032309-03bd1a-001_SARFish.tiff,279671760,0,29851973,100.0,0.034526497,27.556137,-4682.0,4192.0,0.064492516,27.557487,-5916.0,4472.0,29.306623,25.688204,0.0,5946.4487,23.345236,0.052704476,1.715768,-3.139414,3.1415927,0.01268459,0.8914167135953903,2.107243594763662
cd36e75010a021f7v,S1A_IW_SLC__1SDV_20200427T054900_20200427T054928_032309_03BD1A_6DE0.SAFE,s1a-iw2-slc-vh-20200427t054902-20200427t054927-032309-03bd1a-002_SARFish.tiff,326084867,0,29730721,100.0,-0.00014851656,9.872242,-1190.0,971.0,-0.00069618685,9.87116,-868.0,890.0,11.599336,7.7688937,0.0,1195.5437,11.0,0.10130242,1.7354755,-3.1357787,3.1415927,-0.00031717462,0.9088313803076744,2.188627206005055
cd36e75010a021f7v,S1A_IW_SLC__1SDV_20200427T054900_20200427T054928_032309_03BD1A_6DE0.SAFE,s1a-iw3-slc-vh-20200427t054900-20200427t054928-032309-03bd1a-003_SARFish.tiff,347877634,0,30830631,100.0,0.0035362693,7.5674925,-2005.0,1225.0,0.01770766,7.5693183,-1783.0,1522.0,8.769397,6.1367803,0.0,2163.265,8.062258,0.13517295,1.7384105,-3.1403308,3.1415927,0.016453192,0.911063626408577,2.1999245752445677
fe6a8d80fb5ebb8ev,S1A_IW_SLC__1SDV_20200520T051115_20200520T051142_032644_03C7E8_E2BE.SAFE,s1a-iw1-slc-vh-20200520t051117-20200520t051142-032644-03c7e8-001_SARFish.tiff,281587512,0,31220008,100.0,0.029751828,24.909988,-2636.0,2212.0,0.0052660005,24.909729,-2831.0,3105.0,24.386797,25.422098,0.0,3253.2852,17.888544,0.05992873,1.7127051,-3.1398504,3.1415927,-0.007987872,0.8873294964432716,2.089635191850415
fe6a8d80fb5ebb8ev,S1A_IW_SLC__1SDV_20200520T051115_20200520T051142_032644_03C7E8_E2BE.SAFE,s1a-iw2-slc-vh-20200520t051115-20200520t051141-032644-03c7e8-002_SARFish.tiff,327975048,0,30052336,100.0,-0.0154992435,14.153458,-4754.0,2175.0,0.025710108,14.148758,-5310.0,3141.0,14.331166,13.968767,0.0,5641.038,12.041595,0.096209966,1.7358699,-3.1393096,3.1415927,0.019919178,0.9095898121595383,2.192440795361934
fe6a8d80fb5ebb8ev,S1A_IW_SLC__1SDV_20200520T051115_20200520T051142_032644_03C7E8_E2BE.SAFE,s1a-iw3-slc-vh-20200520t051116-20200520t051142-032644-03c7e8-003_SARFish.tiff,315333150,0,27079925,100.0,0.0015459365,19.517529,-9140.0,5304.0,0.020898279,19.485645,-5256.0,4760.0,17.759438,21.100306,0.0,9388.553,11.045361,0.10585094,1.7423795,-3.1399534,3.1415927,0.033429313,0.9159712642431259,2.225576979704512
5e9a2c1bcf179e9bv,S1A_IW_SLC__1SDV_20200904T171758_20200904T171831_034212_03F991_8544.SAFE,s1a-iw1-slc-vh-20200904t171758-20200904t171829-034212-03f991-001_SARFish.tiff,327428995,0,23578728,100.0,-0.0007310898,14.5619135,-903.0,799.0,-0.0014835002,14.56192,-750.0,857.0,17.399712,11.016021,0.0,1007.5803,16.492422,0.07267845,1.752185,-3.1366177,3.1415927,-0.00017114347,0.928017258644104,2.294048339547301
5e9a2c1bcf179e9bv,S1A_IW_SLC__1SDV_20200904T171758_20200904T171831_034212_03F991_8544.SAFE,s1a-iw2-slc-vh-20200904t171759-20200904t171830-034212-03f991-002_SARFish.tiff,385269912,0,23449952,100.0,0.0022245937,11.880058,-1326.0,944.0,0.0008297274,11.87972,-1134.0,1030.0,14.131968,9.085563,0.0,1426.8865,13.152946,0.0906747,1.7632754,-3.137511,3.1415927,0.000526776,0.9390000030398369,2.365113724387146
5e9a2c1bcf179e9bv,S1A_IW_SLC__1SDV_20200904T171758_20200904T171831_034212_03F991_8544.SAFE,s1a-iw3-slc-vh-20200904t171800-20200904t171831-034212-03f991-003_SARFish.tiff,371513142,0,21472228,100.0,0.015401202,14.815158,-2956.0,3622.0,0.01912187,14.810803,-2335.0,3064.0,15.256156,14.356111,0.0,3909.689,12.0,0.10414388,1.7670846,-3.1386428,3.1415927,0.032316666,0.942620649933815,2.390845371548927
4da9db72dea50504v,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A.SAFE,s1a-iw1-slc-vh-20200910t053004-20200910t053032-034292-03fc65-001_SARFish.tiff,278469282,0,1217992,100.0,0.012584975,36.372784,-2603.0,3806.0,0.026165856,36.37119,-3228.0,3638.0,38.17203,34.477833,0.0,4833.3584,25.01999,0.05587444,1.8122205,-3.1401517,3.1415927,-0.13988498,0.9940934618934989,3.20365272399342
4da9db72dea50504v,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A.SAFE,s1a-iw2-slc-vh-20200910t053005-20200910t053033-034292-03fc65-002_SARFish.tiff,332620266,0,2273818,100.0,0.0073416033,25.796926,-4102.0,2555.0,-0.002640191,25.798697,-2277.0,3305.0,24.949291,26.619324,0.0,4167.1523,15.264338,0.090477616,1.8138034,-3.1401265,3.1415927,0.31317827,0.9937567100860178,3.1862981673825725
4da9db72dea50504v,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A.SAFE,s1a-iw3-slc-vh-20200910t053006-20200910t053034-034292-03fc65-003_SARFish.tiff,321985015,0,2720772,100.0,0.0165935,25.362032,-4759.0,4852.0,0.013064291,25.352636,-7556.0,4715.0,23.016123,27.499908,0.0,7556.786,12.206555,0.1101114,1.8137528,-3.1402855,3.1415927,0.32056957,0.9926107502542436,3.132963157165284
fc2f57371370c521v,S1A_IW_SLC__1SDV_20200928T171759_20200928T171831_034562_0405EA_2228.SAFE,s1a-iw1-slc-vh-20200928t171759-20200928t171830-034562-0405ea-001_SARFish.tiff,327604619,0,23830234,100.0,0.00013475085,12.905828,-874.0,771.0,0.00012573999,12.9049,-1092.0,1097.0,15.409151,9.780156,0.0,1292.5236,14.56022,0.081141464,1.751877,-3.1382923,3.1415927,0.0006714779,0.9272619783878326,2.2894938470614874
fc2f57371370c521v,S1A_IW_SLC__1SDV_20200928T171759_20200928T171831_034562_0405EA_2228.SAFE,s1a-iw2-slc-vh-20200928t171800-20200928t171830-034562-0405ea-002_SARFish.tiff,385476408,0,23998106,100.0,-0.00020916974,10.317974,-806.0,843.0,-0.0015945075,10.31687,-1206.0,1309.0,12.317557,7.8215265,0.0,1439.1265,11.401754,0.101693474,1.7626718,-3.137391,3.1415927,-0.00052852917,0.9377712123095989,2.356666103504167
fc2f57371370c521v,S1A_IW_SLC__1SDV_20200928T171759_20200928T171831_034562_0405EA_2228.SAFE,s1a-iw3-slc-vh-20200928t171801-20200928t171831-034562-0405ea-003_SARFish.tiff,371761962,0,22266496,100.0,0.011587899,14.304191,-3249.0,2890.0,0.016780213,14.303915,-3277.0,3575.0,14.0493965,14.554275,0.0,4036.397,10.049876,0.1187673,1.7661178,-3.1395845,3.1415927,0.040181372,0.9409640282392502,2.3789108137978663
f9eb760aaf6e798dv,S1B_IW_SLC__1SDV_20200726T165739_20200726T165806_022645_02AFAD_6A9B.SAFE,s1b-iw1-slc-vh-20200726t165739-20200726t165804-022645-02afad-001_SARFish.tiff,283461780,0,33350981,100.0,-0.04950793,20.417902,-3842.0,6219.0,-0.02836406,20.421633,-4167.0,6617.0,19.693512,21.121054,0.0,7545.848,15.264338,0.06997987,1.7115396,-3.1400957,3.1415927,-0.0035883763,0.8847346007823944,2.0787101723233037
f9eb760aaf6e798dv,S1B_IW_SLC__1SDV_20200726T165739_20200726T165806_022645_02AFAD_6A9B.SAFE,s1b-iw2-slc-vh-20200726t165740-20200726t165805-022645-02afad-002_SARFish.tiff,329787216,0,32519850,100.0,-0.0035675124,16.276003,-2101.0,3242.0,-0.010554078,16.287352,-4786.0,1878.0,15.225176,17.273659,0.0,4791.286,11.0,0.09468209,1.7273868,-3.1404216,3.1415927,-0.015958603,0.9004461318254471,2.1480485993694836
f9eb760aaf6e798dv,S1B_IW_SLC__1SDV_20200726T165739_20200726T165806_022645_02AFAD_6A9B.SAFE,s1b-iw3-slc-vh-20200726t165741-20200726t165806-022645-02afad-003_SARFish.tiff,317069508,0,28122255,100.0,0.0008608049,26.93566,-3526.0,4211.0,0.0064491252,26.930714,-4049.0,3831.0,26.653507,27.209803,0.0,4632.6323,17.029385,0.07400713,1.7356176,-3.1390545,3.1415927,-0.0020348234,0.9103119820356369,2.1960956708816046
c8bbfb37522617e9v,S1B_IW_SLC__1SDV_20200826T054007_20200826T054034_023090_02BD74_03D2.SAFE,s1b-iw1-slc-vh-20200826t054008-20200826t054033-023090-02bd74-001_SARFish.tiff,284729256,0,34987012,100.0,0.034061875,23.358772,-6615.0,5714.0,0.049670305,23.365814,-6488.0,4063.0,23.321867,23.402575,0.0,6936.7344,17.492855,0.06597034,1.7026067,-3.1398847,3.1415927,0.018033203,0.8767718449234962,2.0463224196235195
c8bbfb37522617e9v,S1B_IW_SLC__1SDV_20200826T054007_20200826T054034_023090_02BD74_03D2.SAFE,s1b-iw2-slc-vh-20200826t054009-20200826t054034-023090-02bd74-002_SARFish.tiff,330862976,0,32270059,100.0,-0.009242276,33.28641,-5453.0,8626.0,0.008579791,33.270355,-4974.0,5180.0,37.12901,28.919708,0.0,8626.156,32.80244,0.041128423,1.7263316,-3.1396732,3.1415927,0.0014301564,0.9025814086198807,2.158118722385618
c8bbfb37522617e9v,S1B_IW_SLC__1SDV_20200826T054007_20200826T054034_023090_02BD74_03D2.SAFE,s1b-iw3-slc-vh-20200826t054007-20200826t054032-023090-02bd74-003_SARFish.tiff,317950840,0,31667346,100.0,0.009413084,15.194525,-3645.0,3220.0,0.004760195,15.194626,-3227.0,3988.0,13.63571,16.607868,0.0,4734.1045,9.055386,0.11446892,1.7257746,-3.1402733,3.1415927,-0.0020126798,0.8983103856444359,2.138144102505659
844545c005776fb1v,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249.SAFE,s1a-iw1-slc-vh-20200126t175312-20200126t175337-030975-038e94-001_SARFish.tiff,255261568,0,5180297,100.0,-0.00880554,14.993967,-2046.0,2053.0,-0.00916977,14.987372,-1676.0,1568.0,17.45286,12.034937,0.0,2650.2424,15.652476,0.08249594,1.8007026,-3.1369631,3.1415927,-0.019510344,0.9798015169799328,2.7936169298640245
844545c005776fb1v,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249.SAFE,s1a-iw2-slc-vh-20200126t175310-20200126t175335-030975-038e94-002_SARFish.tiff,303378732,0,4185661,100.0,0.00932219,36.709267,-4150.0,6800.0,0.0011623063,36.70957,-3905.0,3661.0,41.929623,30.6116,0.0,7722.8833,35.35534,0.04870824,1.8043743,-3.1399875,3.1415927,0.078958414,0.9860839350149035,2.92393958620621
844545c005776fb1v,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249.SAFE,s1a-iw3-slc-vh-20200126t175311-20200126t175336-030975-038e94-003_SARFish.tiff,293088387,0,2927491,100.0,0.0022975765,34.977734,-2347.0,3756.0,0.015266695,34.97737,-3167.0,3391.0,41.720894,26.574684,0.0,4402.176,37.48333,0.041508045,1.8075045,-3.140338,3.1415927,0.030589314,0.9898831015452743,3.031022315622961
a1a21a222e244555v,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44.SAFE,s1a-iw1-slc-vh-20200214t174432-20200214t174457-031252-03982e-001_SARFish.tiff,252196360,0,2407196,100.0,-0.0018620729,13.087483,-1673.0,1301.0,-0.0006704419,13.085782,-1120.0,1222.0,16.13766,9.060726,0.0,2013.2881,15.033297,0.088145845,1.8106424,-3.1379564,3.1415927,-0.00676744,0.9905399717390537,3.0530902078084012
a1a21a222e244555v,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44.SAFE,s1a-iw2-slc-vh-20200214t174430-20200214t174455-031252-03982e-002_SARFish.tiff,300846532,0,3584351,100.0,0.0028515868,11.85081,-2078.0,1388.0,0.0001613281,11.8474455,-1654.0,1428.0,13.176469,10.35287,0.0,2358.6445,11.661903,0.11083848,1.8093537,-3.1380212,3.1415927,0.017266937,0.9881664393469691,2.9788640993634146
a1a21a222e244555v,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44.SAFE,s1a-iw3-slc-vh-20200214t174431-20200214t174456-031252-03982e-003_SARFish.tiff,291103920,0,3780229,100.0,0.0007721744,18.56963,-1841.0,3427.0,0.020398293,18.573486,-2317.0,2244.0,16.47934,20.450918,0.0,3725.8252,10.049876,0.1292948,1.8102441,-3.1392117,3.1415927,0.24353313,0.9882711144164205,2.981845276499946
377410f6ab9824dfv,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA.SAFE,s1a-iw1-slc-vh-20200407t052956-20200407t053024-032017-03b2e2-001_SARFish.tiff,278482848,0,1252164,100.0,0.022545274,34.795174,-3902.0,3460.0,0.020005114,34.80029,-2857.0,4313.0,36.70643,32.778133,0.0,4930.9297,24.5153,0.05679495,1.8119979,-3.1396658,3.1415927,-0.14563178,0.9938545408658683,3.1912511095348286
377410f6ab9824dfv,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA.SAFE,s1a-iw2-slc-vh-20200407t052957-20200407t053025-032017-03b2e2-002_SARFish.tiff,332571272,0,2310532,100.0,0.00048209517,25.20064,-2312.0,2227.0,-0.004483334,25.210306,-3335.0,2840.0,24.429298,25.958408,0.0,3527.9243,15.033297,0.09174211,1.813916,-3.1402266,3.1415927,0.32322544,0.9937905156984925,3.188001703174119
377410f6ab9824dfv,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA.SAFE,s1a-iw3-slc-vh-20200407t052958-20200407t053026-032017-03b2e2-003_SARFish.tiff,321937605,0,2882714,100.0,0.0126906885,23.92189,-6784.0,5073.0,0.0095192045,23.938885,-6606.0,4509.0,21.75936,25.920202,0.0,8098.493,12.041595,0.11353191,1.8134135,-3.1400776,3.1415927,0.31952077,0.9921439625322819,3.1133496233571187
fc483682c621b54bv,S1A_IW_SLC__1SDV_20200414T174431_20200414T174458_032127_03B6BD_BBB0.SAFE,s1a-iw1-slc-vh-20200414t174433-20200414t174458-032127-03b6bd-001_SARFish.tiff,252175722,0,2376915,100.0,0.0004849198,13.266615,-1252.0,969.0,0.00080816663,13.268471,-1909.0,1380.0,16.361198,9.185086,0.0,1920.2982,15.264338,0.087199904,1.8105967,-3.1388302,3.1415927,0.0045415945,0.9905755575746298,3.0543243791417916
fc483682c621b54bv,S1A_IW_SLC__1SDV_20200414T174431_20200414T174458_032127_03B6BD_BBB0.SAFE,s1a-iw2-slc-vh-20200414t174431-20200414t174456-032127-03b6bd-002_SARFish.tiff,300772648,0,3531813,100.0,0.00501267,11.946958,-2203.0,2018.0,0.0027283498,11.943534,-1001.0,1522.0,13.311654,10.40086,0.0,2286.6958,11.704699,0.11006734,1.8092686,-3.1392398,3.1415927,0.026825454,0.9881821842864156,2.9793110209865885
fc483682c621b54bv,S1A_IW_SLC__1SDV_20200414T174431_20200414T174458_032127_03B6BD_BBB0.SAFE,s1a-iw3-slc-vh-20200414t174432-20200414t174457-032127-03b6bd-003_SARFish.tiff,291080137,0,3685987,100.0,0.002555097,18.55567,-3257.0,2300.0,0.019753838,18.552883,-2802.0,1651.0,16.58942,20.329947,0.0,3383.899,10.29563,0.12661476,1.8104014,-3.1387107,3.1415927,0.21833085,0.988550391048193,2.9899162872046148
3ceef682fbe4930av,S1A_IW_SLC__1SDV_20200503T051344_20200503T051413_032396_03C03F_CD9E.SAFE,s1a-iw1-slc-vh-20200503t051344-20200503t051411-032396-03c03f-001_SARFish.tiff,279823562,0,2101215,100.0,-0.00645882,44.590427,-4087.0,3773.0,0.019782418,44.588352,-2945.0,3097.0,51.445507,36.466347,0.0,4263.576,44.14748,0.03803569,1.8093283,-3.1392174,3.1415927,-0.015070152,0.9921102356165648,3.1119733312651414
3ceef682fbe4930av,S1A_IW_SLC__1SDV_20200503T051344_20200503T051413_032396_03C03F_CD9E.SAFE,s1a-iw2-slc-vh-20200503t051345-20200503t051412-032396-03c03f-002_SARFish.tiff,333699870,0,2136682,100.0,0.020215705,40.32849,-3693.0,4502.0,-0.02418739,40.327446,-3559.0,5232.0,47.185028,32.03576,0.0,5287.0547,42.107006,0.039889254,1.8106769,-3.1411161,3.1415927,0.031742983,0.9934806944802403,3.1726920506380782
3ceef682fbe4930av,S1A_IW_SLC__1SDV_20200503T051344_20200503T051413_032396_03C03F_CD9E.SAFE,s1a-iw3-slc-vh-20200503t051346-20200503t051413-032396-03c03f-003_SARFish.tiff,322922199,0,1292277,100.0,-0.0029679006,38.123837,-7767.0,4356.0,0.018534616,38.120087,-4253.0,4311.0,45.353943,29.14783,0.0,8279.942,41.0,0.038986407,1.8128973,-3.1405034,3.1415927,0.08677453,0.9959782054647803,3.32145361977641
36076e547370064ev,S1A_IW_SLC__1SDV_20200613T051117_20200613T051144_032994_03D25F_B3C5.SAFE,s1a-iw1-slc-vh-20200613t051119-20200613t051144-032994-03d25f-001_SARFish.tiff,281518518,0,31267841,100.0,0.031135788,23.525137,-3273.0,3079.0,0.0060181296,23.527145,-2941.0,2379.0,23.19257,23.85495,0.0,3891.0002,17.464249,0.061709043,1.7126251,-3.1397476,3.1415927,-0.007059744,0.887182354927063,2.08901054291269
36076e547370064ev,S1A_IW_SLC__1SDV_20200613T051117_20200613T051144_032994_03D25F_B3C5.SAFE,s1a-iw2-slc-vh-20200613t051117-20200613t051142-032994-03d25f-002_SARFish.tiff,328028560,0,30178424,100.0,-0.015195457,13.58889,-2955.0,3930.0,0.02881872,13.590289,-2324.0,2739.0,13.838811,13.335722,0.0,3934.3992,11.704699,0.099234,1.7355324,-3.138764,3.1415927,0.023285469,0.9091746583580971,2.1903501726169674
36076e547370064ev,S1A_IW_SLC__1SDV_20200613T051117_20200613T051144_032994_03D25F_B3C5.SAFE,s1a-iw3-slc-vh-20200613t051118-20200613t051143-032994-03d25f-003_SARFish.tiff,315204600,0,27100046,100.0,0.0019957228,18.567926,-5990.0,4539.0,0.023591943,18.563437,-5215.0,6233.0,17.145765,19.884508,0.0,8644.675,11.0,0.10742632,1.7424288,-3.1398444,3.1415927,0.034169752,0.9159511774778366,2.2254695812255414
13dd786ee6c95e06v,S1A_IW_SLC__1SDV_20200618T051929_20200618T051956_033067_03D4A2_167D.SAFE,s1a-iw1-slc-vh-20200618t051931-20200618t051956-033067-03d4a2-001_SARFish.tiff,282122614,0,31751067,100.0,-0.021433031,26.417208,-6019.0,5525.0,0.0024076058,26.43216,-6676.0,7898.0,26.514791,26.33404,0.0,9638.674,19.924858,0.054518204,1.7125847,-3.140299,3.1415927,-0.008554868,0.887226864695549,2.0891994306326436
13dd786ee6c95e06v,S1A_IW_SLC__1SDV_20200618T051929_20200618T051956_033067_03D4A2_167D.SAFE,s1a-iw2-slc-vh-20200618t051929-20200618t051954-033067-03d4a2-002_SARFish.tiff,328456216,0,29165922,100.0,0.012984142,31.310396,-5264.0,7205.0,0.0048101083,31.31075,-4665.0,6280.0,33.960255,28.414883,0.0,7349.063,28.23119,0.047966547,1.7344767,-3.1401222,3.1415927,0.0109614,0.9110110253095627,2.199655789802791
13dd786ee6c95e06v,S1A_IW_SLC__1SDV_20200618T051929_20200618T051956_033067_03D4A2_167D.SAFE,s1a-iw3-slc-vh-20200618t051930-20200618t051955-033067-03d4a2-003_SARFish.tiff,315757533,0,25443519,100.0,0.0018086156,31.847193,-5748.0,5519.0,0.019314665,31.846697,-5430.0,5167.0,35.52679,27.682276,0.0,6154.99,31.320919,0.041654557,1.7421429,-3.1410532,3.1415927,0.0043000504,0.9193558320403099,2.243973613920936
9b89b9dcce7dc85ev,S1A_IW_SLC__1SDV_20200630T053000_20200630T053030_033242_03D9F7_9D63.SAFE,s1a-iw1-slc-vh-20200630t053000-20200630t053028-033242-03d9f7-001_SARFish.tiff,278482848,0,1213401,100.0,0.010746773,36.05367,-4586.0,3219.0,0.026731683,36.05214,-4217.0,3323.0,38.048824,33.939957,0.0,4896.8853,25.317976,0.055449765,1.8121717,-3.140322,3.1415927,-0.118660204,0.9941484066657722,3.2065686613567697
9b89b9dcce7dc85ev,S1A_IW_SLC__1SDV_20200630T053000_20200630T053030_033242_03D9F7_9D63.SAFE,s1a-iw2-slc-vh-20200630t053001-20200630t053029-033242-03d9f7-002_SARFish.tiff,332620266,0,2196878,100.0,0.0007407907,26.30643,-1862.0,4152.0,-0.010889486,26.305725,-2470.0,2871.0,25.502388,27.085985,0.0,4325.56,15.652476,0.08809387,1.8141092,-3.1400797,3.1415927,0.28787094,0.994193468708545,3.2089786257480646
9b89b9dcce7dc85ev,S1A_IW_SLC__1SDV_20200630T053000_20200630T053030_033242_03D9F7_9D63.SAFE,s1a-iw3-slc-vh-20200630t053002-20200630t053030-033242-03d9f7-003_SARFish.tiff,321961310,0,2528673,100.0,0.011219478,26.301428,-5906.0,6469.0,0.016152112,26.30099,-4461.0,6086.0,23.930492,28.475256,0.0,7000.638,12.999999,0.10688786,1.8141493,-3.1401134,3.1415927,0.3783009,0.9931457652710378,3.156861925746074
590dd08f71056cacv,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5.SAFE,s1a-iw1-slc-vh-20200724t053002-20200724t053030-033592-03e4a8-001_SARFish.tiff,278503376,0,1232081,100.0,0.01187456,35.603558,-4104.0,4434.0,0.01900267,35.594337,-3104.0,4881.0,37.56538,33.517277,0.0,4997.763,25.079872,0.055478662,1.8122847,-3.1393354,3.1415927,-0.16503555,0.9941429379396141,3.206277329239173
590dd08f71056cacv,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5.SAFE,s1a-iw2-slc-vh-20200724t053003-20200724t053031-033592-03e4a8-002_SARFish.tiff,332644763,0,2271444,100.0,0.003714903,24.296038,-3606.0,2369.0,-0.0076920013,24.296034,-1895.0,3222.0,23.960049,24.627403,0.0,3620.0825,15.297058,0.08995501,1.8137482,-3.1397374,3.1415927,0.27185053,0.9937804383225739,3.187493010057074
590dd08f71056cacv,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5.SAFE,s1a-iw3-slc-vh-20200724t053004-20200724t053032-033592-03e4a8-003_SARFish.tiff,321961310,0,2659280,100.0,0.011816301,23.506577,-5893.0,3669.0,0.008916658,23.525146,-6145.0,4897.0,21.745594,25.161983,0.0,6569.4253,12.369316,0.10977587,1.8136528,-3.140501,3.1415927,0.33230302,0.9926158017478883,3.1331814289199666
0e309957cef7bdc8v,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99.SAFE,s1a-iw1-slc-vh-20200824t052155-20200824t052223-034044-03f3b6-001_SARFish.tiff,279133556,0,1260081,100.0,0.004017396,48.401943,-7409.0,9883.0,0.002913376,48.43503,-10348.0,7849.0,57.034653,37.891277,0.0,12307.555,51.623634,0.029467206,1.8117877,-3.1407335,3.1415927,0.0019638876,0.9954381724819541,3.283300767289526
0e309957cef7bdc8v,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99.SAFE,s1a-iw2-slc-vh-20200824t052156-20200824t052224-034044-03f3b6-002_SARFish.tiff,333155040,0,1126407,100.0,-0.001548105,40.947296,-4268.0,3882.0,-0.0029005895,40.946243,-3730.0,3801.0,49.541016,29.982777,0.0,4662.833,45.177425,0.033484694,1.8132068,-3.1402557,3.1415927,-0.00916091,0.9966448801569641,3.3755792950160126
